PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,DATE_COL,YEAR,LAT_DD83,LON_DD83,SITE_CLASS,VALXSITE,USE_NRSA,XLAT_DD,XLON_DD,STRAHLERORDER,GREAT_RIVER,FW_ECO3,FW_ECO9,ECO10,PROTOCOL,XBKA,MEDBK_A,XUN,MEDBKUN,XCDENMID,XCDENBK,CONBANKFULL,CONSTRAINT,CONFEATURES,CONPATTERN,CONPERCENT,CONVALLEY,CONVALLEYBOX,PCT_FA,PCT_DR,PCT_FAST,PCT_SLOW,PCT_POOL,XWIDTH,SDWIDTH,XBKF_W,XBKF_H,XINC_H,SDINC_H,BFWD_RAT,XWXD,XWD_RAT,SDWXD,SDWD_RAT,XDEPTH_CM,SDDEPTH_CM,XFC_ALG,XFC_RCK,XFC_BRS,XFC_LVT,XFC_AQM,XFC_OHV,XFC_HUM,XFC_UCB,XFC_LWD,XFC_NAT,XFC_BIG,XFC_ALL,PCT_SIDE,REACHLEN,W1_HAG,W1_HNOAG,W1_HALL,W1H_BLDG,W1H_LDFL,W1H_LOG,W1H_MINE,W1H_PARK,W1H_PSTR,W1H_PVMT,W1H_PIPE,W1H_ROAD,W1H_CROP,W1H_WALL,F_NONE,IP_SCORE,C1WM100,C2WM100,C4WM100,V1WM100,V1W_MSQ,V2WM100,V2W_MSQ,V4WM100,V4W_MSQ,LTMXDBH,LTMXHT,LTMXSPP,LTMXSIZE,LTMDDIST,LTSPLIST,LTMDDOM,LTMDDOMN,PCAN_C,PCAN_D,PCAN_E,PCAN_M,PCAN_N,XCL,XCS,XMW,XMH,XGW,XGH,XGB,XC,XM,XCMW,XCM,XG,XCMGW,XCMG,XPCAN,XPMID,XPMGW,XPCM,XPCMG,XSLOPE,XSLOPE_MAP,XSLOPE_FIELD,PCTCLINOMETER,XBEARING,SINU,LSUB_DMM,LSUBD_SD,LSUB_DMM_NOR,PCT_FN,PCT_GC,PCT_GF,PCT_HP,PCT_OM,PCT_OT,PCT_RC,PCT_SA,PCT_WD,PCT_BIGR,PCT_BDRK,PCT_SAFN,PCT_SFGF,PCT_ORG,XEMBED,XCEMBED,RPXDEP_CM,RPMXDEP_CM,RPGT50,RPGT75,RP100,LTEST,LRBS_TST,LDMB_BW5,LRBS_BW5,LRBS_BW6,SHLD_PX3,REYP3,RRPW3,CP3CTRPWD_RAT,CP3_MILL,CT_RPWD,RB3,LDCBF_G08,LRBS_G08,L_RB3,L_CT_RPWD,L_CP3_MILL,L_RRPW3,L_REYP3,L_SHLD_PX3,L_XSLOPE,RADJRT_RAT,PCT_SFG,XGV,PCT_BH,BANGMODE,XSHOR2VG,PCT_OVRB,PCT_GL,C1TM100,C2TM100,C4TM100,PCT_GR,PCT_DRS,LITSB1_FN,LITSB1_SF,LITSB1_SFGF,LITSB12_FN,LITSB12_SF,QRVEG1,QRVEG2,RDIST1,QR1,CVDTH,RPRAT,CVWIDTH,CVWXD,LWDEQVOL_MSQ,LWDEQVOLM100,PHAB_COM
2/3/2015,10000,FW08KS001,1,5-Aug-08,2008,39.01490805,-98.01046463,PROB,WADEABLE,YES,39.01489,98.01056,2nd,,PLNLOW,SPL,,WADEABLE,30.86363636,31,0,0,89.57219251,94.9197861,8,CON_BROAD,TERRACE,SINGLE,100,,Y,0,0,24.66666667,75.33333333,9.333333333,2.2525,0.843781432,7.590909091,2.263636364,8.681818182,2.124532034,3.080830777,0.37305,22.23937606,0.310598823,24.16195022,17.19333333,11.33071887,0,0.234090909,0.159090909,0.031818182,0,0.061363636,0,0,0.05,0.536363636,0.284090909,0.536363636,0,163.9,0.575772727,0,0.575772727,0,0,0,0,0,0.227272727,0,0,0,0.3485,0,1,0,18.91397193,8.541793777,1.220256254,11.33129957,0.014927461,10.72971324,0.014134952,5.789505796,0.007626894,>2,>30,Poplar/Cottonwood,X,13.72727273,"ASH,OTHER,SNAG,OTHER,OTHER,POPLAR/COTTONWOOD,OTHER,POPLAR/COTTONWOOD,OTHER,OTHER,ASH",Unknown or Other Deciduous,6,0,1,0,0,0,0.267045455,0.436363636,0.214772727,0.222727273,0.153409091,0.436363636,0.256818182,0.703409091,0.4375,0.918181818,1.140909091,0.589772727,1.071590909,1.730681818,1,1,0.954545455,1,1,0.323319707,,0.323319707,0,195.1524053,1.361993024,-0.104706648,1.854637903,-0.104706648,41.9047619,5.714285714,39.04761905,0,0,0,0,0,0,19.04761905,0,41.9047619,80.95238095,0,60.54545455,51.21212121,11.07572918,38.37261242,0,0,9.440386615,0.580682831,-0.685389479,1.709181117,-1.813887765,-1.813887765,0.018397809,172.5974261,1.583120303,1,0.002,0.001199443,1.583120303,2.225500479,-2.330207127,0.199513919,-2.921020466,-2.698970004,0.199513919,2.237034315,-1.735233886,-0.490367824,1,86.66666667,0.589772727,0,,,,66,29.89627822,17.08358755,3.050640635,,,,,,,,0.582215909,0.954278075,0.365390717,0.706461466,0.659018159,0.549072506,0.37459775,0.832593012,0.014134952,10.72971324,
2/3/2015,10001,FW08KS003,1,11-Aug-08,2008,37.3952849,-98.92627961,PROB,WADEABLE,YES,37.39529,98.92609,3rd,,PLNLOW,SPL,PL-RANGE,WADEABLE,19.68181818,21,0,0,54.54545455,52.94117647,4,UNC_BROAD,NOCONST,SINGLE,0,,Y,0,0,0,100,0,4.985,1.473011595,9.172727273,1.381818182,1.690909091,0.763484833,6.000397129,0.96615,29.45944435,0.624212285,14.12664441,18.82,5.777665112,0.027272727,0,0.018181818,0,0.027272727,0.302272727,0,0,0.009090909,0.329545455,0.009090909,0.384090909,16,,0.4394,0.075759091,0.515159091,0.075759091,0,0,0,0,0.4394,0,0,0,0,0,0.727272727,0.272727273,,,,,,,,,,>2,>30,Poplar/Cottonwood,X,16,"POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,OTHER DECIDUOUS,POPLAR/COTTONWOOD",Poplar/Cottonwood,10,0,0.681818182,0,0.318181818,0,0.228409091,0.442045455,0.2,0.335227273,0.151136364,0.536363636,0.085227273,0.670454545,0.535227273,0.870454545,1.205681818,0.6875,1.021590909,1.893181818,1,1,0.909090909,1,1,0.427216,0.427216,,0,,2.000395,-0.402648217,0.259554693,-0.402648217,0,0,4.761904762,0,0,0,0,95.23809524,0,0,0,95.23809524,100,0,97.81818182,99.09090909,,,,,3.835185376,0.7409577,-1.143605917,,,,0.016289181,80.21442472,,,0.002,,1.020511818,,,0.008818038,,-2.698970004,,1.904252473,-1.788100756,-0.369352491,,100,0.6875,0,,,,100,,,,,,,,,,,0.559715909,0.576470588,0.3400033,0.597166619,0.306996021,,0.295488785,0.646082166,,,
2/3/2015,10002,FW08KS005,1,22-Jul-08,2008,38.19892655,-95.42768365,PROB,WADEABLE,YES,38.19898,95.42765,2nd,,PLNLOW,TPL,,WADEABLE,30.63636364,23.5,0.027272727,0,84.35828877,87.96791444,6,CON_BROAD,NOCONST,SINGLE,0,400,,0,0,18,82,9,3.29,1.657169432,8.745454545,1.963636364,2.1,0.629285309,4.672922317,0.7035,32.0598096,0.882250024,26.5443802,18.75,15.09925077,0,0,0.211363636,0.079545455,0.004545455,0.084090909,0,0.004545455,0.004545455,0.384090909,0.009090909,0.388636364,0,178.2,0.272740909,0.242427273,0.515168182,0,0,0,0,0,0.151522727,0,0,0.242427273,0.121218182,0,1,0,17.39618406,2.244668911,0,1.600448934,0.001830035,0.721661055,0.000825184,0,0,>2,>30,Maple/Boxelder,X,7.909090909,"OAK,ASH,MAPLE,ASH,OTHER DECIDUOUS,ASH,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OAK",Unknown or Other Deciduous,5,0,1,0,0,0,0.269318182,0.271590909,0.1625,0.536363636,0.036363636,0.653409091,0.056818182,0.540909091,0.698863636,0.703409091,1.239772727,0.689772727,0.739772727,1.929545455,1,1,0.681818182,1,1,0.323156398,,0.323156398,0,15.03503336,1.321487002,-1.904291555,0.843372149,-1.904291555,94.28571429,5.714285714,0,0,0,0,0,0,0,5.714285714,0,94.28571429,94.28571429,0,92.90909091,94.54545455,13.66491874,60.10863697,1,0,12.28462391,0.618104602,-2.522396157,1.651449009,-3.555740564,-3.555740564,0.031883822,2.572606661,1.278228214,0.763978793,0.002,0.002617874,1.398238636,1.893571278,-3.797862833,0.145581298,-2.582051307,-2.698970004,0.106608399,0.41037339,-1.496429622,-0.490587242,0.914170286,100,0.689772727,0,,,,73,21.88552189,6.172839506,0.561167228,,,,,,,,0.432897727,0.89171123,0.34000726,0.63394206,0.805293374,0.655179942,0.503698915,1.254086744,0.000825184,0.721661055,
2/3/2015,10003,FW08KS006,1,12-Aug-08,2008,37.47701976,-98.36534065,PROB,WADEABLE,YES,37.47713,98.36481,3rd,,PLNLOW,SPL,,WADEABLE,50.54545455,49.5,0.067727273,0,93.18181818,97.05882353,8,UNC_BROAD,NOCONST,SINGLE,0,400,,0,0,0,100,0,6.47,1.121136641,6.790909091,0.754545455,2.081818182,2.844580174,7.144641727,2.61855,17.45988369,0.952058572,5.658591197,38.41,12.6123997,0,0,0.329545455,0.147727273,0,0.259090909,0,0.063636364,0.097727273,0.897727273,0.161363636,0.897727273,0,227.7,0.393945455,0,0.393945455,0,0,0,0,0,0.166668182,0,0,0,0.227277273,0,1,0,27.22880984,15.81027668,4.830917874,71.77470356,0.105692335,71.11242863,0.104717097,65.83970136,0.096952706,>2,>30,Unknown or Other Deciduous,X,20.45454545,"OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,OTHER DECIDUOUS,ASH,OTHER DECIDUOUS,ASH,OTHER DECIDUOUS",Unknown or Other Deciduous,7,0,1,0,0,0,0.305681818,0.345454545,0.088636364,0.347727273,0.025,0.675,0.084090909,0.651136364,0.436363636,0.739772727,1.0875,0.7,0.764772727,1.7875,1,1,0.409090909,1,1,0.126200811,,0.126200811,0,29.30047698,3.296658477,-0.460409377,0,-0.460409377,0,0,0,0,0,0,0,100,0,0,0,100,100,0,100,100,13.52695737,52.6344288,1,0,12.02396211,0.521197026,-0.981606403,0.843637643,-1.30404702,-1.30404702,0.016960548,32.50427991,0.29718279,0.064738904,0.002,0.030893325,0.740119545,1.125766413,-1.58617579,-0.130698127,-1.51013535,-2.698970004,-0.526976345,1.511940549,-1.770560112,-0.898937853,0.401533498,100,0.7,0,,,,100,40.4040404,28.10715854,11.85770751,,,,,,,,0.444147727,0.973529412,0.282611815,0.676929718,0.328362398,0.313042492,0.173282325,0.363582353,0.104717097,71.11242863,
2/3/2015,10004,FW08KS012,1,15-Jul-08,2008,37.78662431,-96.42997007,PROB,WADEABLE,YES,37.78643,96.42996,4th,,PLNLOW,TPL,,WADEABLE,32.27272727,30,0,0,30.0802139,40.90909091,14,CON_BROAD,TERRACE,SINGLE,75,200,,0,0,24,76,17,10.08,4.274723752,15.80909091,1.536363636,2.445454545,0.738056416,8.432669641,7.16955,20.88859028,6.331913716,13.39574515,65.09,41.08308777,0.004545455,0.009090909,0.027272727,0.009090909,0.259090909,0.177272727,0,0,0,0.222727273,0.009090909,0.486363636,7.070707071,435.6,1.340909091,0.142857143,1.483766234,0,0,0.142857143,0,0,1.340909091,0,0,0,0,0,1,0,3.902662994,0.918273646,0,0.444214876,0.000280987,0.271120294,0.000171496,0,0,>2,15-30,Maple/Boxelder,X,41,"POST OAK,POST OAK,POST OAK,POST OAK,POST OAK,POST OAK,POST OAK,OAK,OAK,OAK,OAK",Maple/Boxelder,11,0,0.80952381,0,0,0.19047619,0.084090909,0.144318182,0.097727273,0.261363636,0.135227273,0.703409091,0.103409091,0.228409091,0.359090909,0.326136364,0.5875,0.838636364,0.461363636,1.426136364,0.863636364,0.909090909,0.363636364,0.772727273,0.772727273,0.168503911,,0.168503911,0,116.8565852,1.340770752,0.650530211,1.815725787,0.5592936,26.66666667,20,20.95238095,0,0,0,0,0.952380952,0,51.42857143,2.857142857,27.61904762,48.57142857,0,59.54545455,43.18181818,43.98792926,134.5732914,4,3,37.76741401,0.875814828,-0.225284616,1.31974573,-0.669215519,-0.686417233,0.023213036,672.0635851,0.737051505,0.139331734,0.002355359,0.016904686,1.421721364,1.509496377,-0.858966166,0.152814489,-1.771992888,-2.627942844,-0.132502163,2.827410364,-1.634268057,-0.773390015,0.51842191,68.57142857,0.838636364,2.857142857,,,,59,5.050505051,1.60697888,0,,,,,,,,0.307613636,0.468181818,0.597385621,0.387052434,0.631173572,0.580233738,0.424079737,0.883167523,0.000171496,0.271120294,
2/3/2015,10006,FW08KS036,1,25-Aug-08,2008,37.99322599,-99.32134205,PROB,WADEABLE,YES,37.99322,99.32134,7th,,PLNLOW,SPL,,WADEABLE,12,11,0,0,17.37967914,51.87165775,12,UNC_BROAD,NOCONST,SINGLE,0,500,Y,0,0,0,100,5,4.515,2.032699786,11.11818182,1.081818182,1.081818182,0.370993751,10.6463557,0.4335,69.68871573,0.390192463,56.65069612,9.39,6.381626087,0.361363636,0,0.05,0.211363636,0.581818182,0.627272727,0,0,0.004545455,0.893181818,0.004545455,1.836363636,0,148.5,0.6667,0.060609091,0.727309091,0,0,0,0,0,0.6667,0,0.060609091,0,0,0,,1,26.93602694,12.79461279,4.713804714,94.64646465,0.085127646,93.82626263,0.084389934,88.84983165,0.079913994,>2,>30,Poplar/Cottonwood,X,21.3,"POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,OTHER DECIDUOUS,POPLAR/COTTONWOOD,SNAG,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,WILLOW",Poplar/Cottonwood,8,0,0.772727273,0,0.227272727,0,0.070454545,0.384090909,0.419047619,0.427272727,0.218181818,0.607954545,0.015909091,0.454545455,0.827272727,0.854545455,1.281818182,0.826136364,1.072727273,2.107954545,1,1,1,1,1,0.157374103,,0.157374103,0,37.95989,1.128607277,-2.110924375,0,-2.110924375,100,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,5.632356087,27.56590827,0,0,4.949646258,0.005289432,-2.116213807,1.01306648,-3.123990855,-3.123990855,0.041893202,0.824742682,0.488570105,0.261294878,0.002,0.007654188,0.764216818,1.044837098,-3.155761472,-0.116783409,-2.116100901,-2.698970004,-0.31107311,-0.083681529,-1.377856442,-0.803066732,0.639308235,100,0.826136364,0,,,,95,28.28282828,14.14141414,6.060606061,,,,,,,,0.582727273,0.56684492,0.42106482,0.576129148,0.679619392,0.527118877,0.450210362,0.900097953,0.084389934,93.82626263,
2/3/2015,10007,FW08KS039,1,8-Jul-08,2008,39.01570904,-95.84061299,PROB,INTWADE,YES,39.01571,95.84103,1st,,PLNLOW,TPL,,WADEABLE,57.72727273,57.5,0.050555556,0,86.63101604,83.68983957,7,UNC_BROAD,NOCONST,SINGLE,0,200,,0,8,14,78,22,3.0375,1.447218294,7.175454545,1.186363636,1.381818182,0.321926022,5.545417064,0.86585,22.10042026,0.81038654,20.32741255,22.97,17.56687367,0.004545455,0.140909091,0.027272727,0.138636364,0,0.295454545,0,0.079545455,0.022727273,0.704545455,0.243181818,0.709090909,0,148.5,0.6667,0,0.6667,0,0,0,0,0,0.6667,0,0,0,0,0,1,0,26.26262626,15.48821549,4.04040404,44.8976431,0.062571148,44.27272727,0.061700241,33.8013468,0.047106907,>2,15-30,Poplar/Cottonwood,X,7.857142857,"POPLAR/COTTONWOOD,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,OTHER DECIDUOUS,WILLOW,POPLAR/COTTONWOOD,OTHER DECIDUOUS",Unknown or Other Deciduous,8,0,0.818181818,0,0.045454545,0.136363636,0.231818182,0.223863636,0.143181818,0.077272727,0.323863636,0.686363636,0.160227273,0.455681818,0.220454545,0.598863636,0.676136364,1.010227273,0.922727273,1.686363636,0.909090909,0.681818182,0.636363636,0.636363636,0.636363636,0.543228659,,0.543228659,0,338.0277611,1.238100251,0.649337011,2.045194056,0.558065306,33.33333333,9.523809524,8.571428571,0,0,0,0,0,0,58.0952381,2.857142857,33.33333333,41.9047619,0,53,43.18181818,20.63278243,63.08144627,2,0,17.08977939,0.93183424,-0.282497229,1.619900398,-0.970563386,-0.996365957,0.024304277,968.2652095,0.45054416,0.117279934,0.002622405,0.022360223,0.920441364,1.784157829,-1.134820818,-0.036003873,-1.650523879,-2.581300165,-0.346262635,2.985994328,-1.614317292,-0.265017327,0.489487085,51.42857143,1.010227273,2.857142857,,,,56,30.3030303,16.83501684,4.04040404,,,,,,,,0.515227273,0.853208556,0.400012,0.641306345,0.764774648,0.744004327,0.476450467,0.935943339,0.061700241,44.27272727,
2/3/2015,10060,FW08LA011,1,16-Jul-08,2008,32.97480157,-92.07643968,PROB,BOATABLE,YES,32.97472222,92.07638889,7th,,PLNLOW,CPL,,BOATABLE,,,,,,76.06951872,95,CON_BROAD,TERRACE,SINGLE,100,500,Y,0,0,0,100,0,91.81818182,5.344495894,94.54545455,0.4,1.927272727,0.886668945,17.33335037,503.3888889,17.91513534,88.92127761,3.643775534,544.1176471,98.30597759,0.084090909,0.077272727,0.081818182,0.061363636,0.009090909,0.018181818,0,0.004545455,0.040909091,0.284090909,0.122727273,0.377272727,0.980392157,3505.700228,0,0.272727273,0.272727273,0.068181818,0.204545455,0,0,0,0,0,0,0,0,0,1,0,2.272727273,0,0,2.379545455,0.002379545,0,0,0,0,.3-.75,15-30,Unknown or Other Deciduous,L,5.5,"OAK,OTHER,OAK,OAK,OAK,OAK,OAK,WILLOW,OAK,OTHER,OAK",Maple/Boxelder,8,0,0.909090909,0,0,0.090909091,0.328409091,0.101136364,0.654545455,0.020454545,0.093181818,0.345454545,0.430681818,0.429545455,0.675,1.084090909,1.104545455,0.438636364,1.177272727,1.543181818,0.909090909,1,0.954545455,0.909090909,0.909090909,0.001258317,0.001258317,,0,20.97895371,1.406638035,-1.204759278,0.825337602,,45.09803922,,,,,0,,54.90196078,,,,100,,,,,112.055493,349.4512324,4,4,92.93053942,-0.328826686,-0.875932592,-0.373693528,-0.83106575,,0.037391896,1.324373388,3.29929123,0.656176853,0.002,0.003047959,3.796764706,-0.173446402,-1.031312876,0.579413684,-2.515990911,-2.698970004,0.518420653,0.122010446,-1.427222516,-2.900210069,0.868974373,100,0.438636364,0,med-stp,1.636363636,63.63636364,100,3.181818182,0,0,0,0,36.36363636,100,100,45.45454545,95.45454545,0.629772727,0.784625668,0.214285714,0.729519665,0.180670445,17.07912616,0.058207381,0.176645293,0.002379545,6.662727273,
2/3/2015,10109,FW08DE002,1,20-Aug-08,2008,38.54260151,-75.5231013,PROB,BOATABLE,YES,38.545,75.52611111,4th,,PLNLOW,CPL,,BOATABLE,,,,,,94.11764706,9,UNC_BROAD,NOCONST,SINGLE,0,999,,0,0,0,100,34,6.281818182,2.640764352,8.636363636,1.027272727,1.686363636,0.667866345,4.795419495,4.406,8.96547619,2.345758347,4.643279217,60,23.05023061,0,0,0.347727273,0.009090909,0,0.045454545,0,0.05,0.072727273,0.525,0.122727273,0.525,6,213.1546687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.90909091,1.818181818,0,14.80727273,0.014807273,5.289090909,0.005289091,0,0,>2,15-30,Cedar/Cypress/Sequoia,X,2.5,"BALD CYPRESS,BALD CYPRESS,BALD CYPRESS,BALD CYPRESS,BALD CYPRESS,BALD CYPRESS,BALD CYPRESS,BALD CYPRESS,MAPLE,BALD CYPRESS,MAPLE",Cedar/Cypress/Sequoia,9,0,0.047619048,0,0.952380952,0,0.233333333,0.057142857,0.057142857,0.180952381,0.054761905,0.58452381,0.260714286,0.29047619,0.238095238,0.347619048,0.528571429,0.639285714,0.402380952,1.167857143,1,1,0.857142857,1,1,0.048323041,0.048323041,,0,100.3793823,1.053731456,-0.646557521,0.61085933,,13,,,,,1,,84,,,,97,,,,,36.19240739,100.7950536,3,2,35.61671259,0.297996083,-0.944553604,0.613788427,-1.260345948,,0.020667604,15.6629794,0.383821092,0.047782119,0.002,0.041856662,1.057727273,0.734113455,-1.380670975,0.024373702,-1.378235406,-2.698970004,-0.415871164,1.194874377,-1.684709859,-1.315845739,0.3628734,99,0.639285714,0,med,1.727272727,100,66,17.72727273,5,0,2,0,18.18181818,81.81818182,81.81818182,31.81818182,68.18181818,0.281071429,0.947058824,0,0.643276795,0.38417051,59.36118765,0.420382169,0.532400896,0.014807273,62.78454545,
2/3/2015,10828,FW08KS033,1,29-Jul-08,2008,37.97450198,-101.7879598,PROB,WADEABLE,YES,37.9748,101.78792,7th,,PLNLOW,SPL,PL-NCULT,WADEABLE,26.18181818,25.5,0.036363636,0,0,78.87700535,22,UNC_BROAD,NOCONST,SINGLE,0,1000,Y,0,0,0,100,0,18.585,2.030368128,22.45454545,1.318181818,1.254545455,0.335748824,11.76363776,12.0299,30.28338111,2.910809381,8.769611479,69.36,14.76723099,0,0,0.220454545,0.061363636,0.379545455,0.570454545,0,0.004545455,0.061363636,0.918181818,0.065909091,1.297727273,0,633.6,0.8788,0,0.8788,0,0,0,0,0,0.8788,0,0,0,0,0,,1,10.57449495,2.20959596,0,1.426609848,0.000635332,0.941445707,0.000419267,0,0,.75-2,15-30,Poplar/Cottonwood,L,20.81818182,"SNAG,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,SNAG,COTTONWOOD,SNAG,COTTONWOOD",Poplar/Cottonwood,8,0,1,0,0,0,0.038636364,0.547727273,0.439772727,0.25,0.234090909,0.430681818,0.025,0.586363636,0.689772727,1.026136364,1.276136364,0.664772727,1.260227273,1.940909091,1,1,0.954545455,1,1,0.058638682,,0.058638682,0,117.3426566,1.118454221,-0.928984668,0.792146073,-0.928984668,29.52380952,0.952380952,0,0,0,0,0,69.52380952,0,0.952380952,0,99.04761905,99.04761905,0,100,100,19.08712252,51.41453433,1,0,15.80953583,0.444983855,-1.373968523,0.871613246,-1.800597915,-1.800597915,0.023010953,10.01203744,0.96291329,0.399281177,0.002,0.005009001,1.307658182,1.170957279,-2.099941947,0.116494235,-2.300248841,-2.698970004,-0.016412819,1.000522465,-1.6380654,-1.231815801,0.736364674,100,0.664772727,0,,,,100,11.67929293,2.840909091,0,,,,,,,,0.667102273,0.809893048,0.467745369,0.660054577,0.212907021,0.227934484,0.10924768,0.241964553,0.000419267,0.941445707,
